"value","Year","IZCode","IZName","CPP","Indicator","Type"
5.4,"2015/16-2017/18","S02002475","Alexandria","West Dunbartonshire","Attainment","Raw"
4.98,"2015/16-2017/18","S02002391","High Blantyre","South Lanarkshire","Attainment","Raw"
4.84,"2015/16-2017/18","S02002390","Hillhouse","South Lanarkshire","Attainment","Raw"
5.51,"2015/16-2017/18","S02002393","Low Blantyre and Bardykes","South Lanarkshire","Attainment","Raw"
5.05,"2015/16-2017/18","S02002392","Blantyre South and Wheatlands","South Lanarkshire","Attainment","Raw"
5.31,"2015/16-2017/18","S02002387","Woodhead and Meikle Earnock","South Lanarkshire","Attainment","Raw"
4.8,"2015/16-2017/18","S02002386","Fairhill","South Lanarkshire","Attainment","Raw"
5.89,"2015/16-2017/18","S02002389","Earnock","South Lanarkshire","Attainment","Raw"
5.83,"2015/16-2017/18","S02002388","Little Earnock","South Lanarkshire","Attainment","Raw"
5.78,"2015/16-2017/18","S02002399","Bothwell South","South Lanarkshire","Attainment","Raw"
4.63,"2015/16-2017/18","S02002398","Whitehill","South Lanarkshire","Attainment","Raw"
5.81,"2015/16-2017/18","S02002401","Uddingston and Gardenside","South Lanarkshire","Attainment","Raw"
5.3,"2015/16-2017/18","S02002400","Bothwell North","South Lanarkshire","Attainment","Raw"
5.32,"2015/16-2017/18","S02002395","Burnbank North","South Lanarkshire","Attainment","Raw"
5.42,"2015/16-2017/18","S02002394","Blantytre North and Coatshill","South Lanarkshire","Attainment","Raw"
5.68,"2015/16-2017/18","S02002397","Burnbank South and Chantinghall","South Lanarkshire","Attainment","Raw"
4.95,"2015/16-2017/18","S02002396","Burnbank Central and Udston","South Lanarkshire","Attainment","Raw"
4.77,"2015/16-2017/18","S02002375","Strutherhill","South Lanarkshire","Attainment","Raw"
5.3,"2015/16-2017/18","S02002374","Hareleeshill","South Lanarkshire","Attainment","Raw"
5.99,"2015/16-2017/18","S02002377","Strathaven South","South Lanarkshire","Attainment","Raw"
5.46,"2015/16-2017/18","S02002376","Stonehouse","South Lanarkshire","Attainment","Raw"
5.21,"2015/16-2017/18","S02002371","Ashgill and Netherburn","South Lanarkshire","Attainment","Raw"
5.29,"2015/16-2017/18","S02002370","Kirkmuirhill and Blackwood","South Lanarkshire","Attainment","Raw"
5.39,"2015/16-2017/18","S02002373","Larkhall Central, Raploch, Millheugh and Burnhead","South Lanarkshire","Attainment","Raw"
5.73,"2015/16-2017/18","S02002372","Merryton and Meadowhill","South Lanarkshire","Attainment","Raw"
6,"2015/16-2017/18","S02002383","Silvertonhill","South Lanarkshire","Attainment","Raw"
5.38,"2015/16-2017/18","S02002382","Low Waters","South Lanarkshire","Attainment","Raw"
5.39,"2015/16-2017/18","S02002385","Laighstonehall","South Lanarkshire","Attainment","Raw"
6.01,"2015/16-2017/18","S02002384","Hamilton Centre and Low Parks","South Lanarkshire","Attainment","Raw"
5.83,"2015/16-2017/18","S02002379","Chapelton, Glengavel and Sandford","South Lanarkshire","Attainment","Raw"
6.08,"2015/16-2017/18","S02002378","Strathaven North","South Lanarkshire","Attainment","Raw"
5.66,"2015/16-2017/18","S02002381","Eddlewood","South Lanarkshire","Attainment","Raw"
5.93,"2015/16-2017/18","S02002380","Glassford, Quarter and Allanton","South Lanarkshire","Attainment","Raw"
5.65,"2015/16-2017/18","S02002422","East Mains","South Lanarkshire","Attainment","Raw"
5.71,"2015/16-2017/18","S02002421","St Leonards South","South Lanarkshire","Attainment","Raw"
6.33,"2015/16-2017/18","S02002424","Stewartfield East","South Lanarkshire","Attainment","Raw"
5.83,"2015/16-2017/18","S02002423","West Mains","South Lanarkshire","Attainment","Raw"
5.54,"2015/16-2017/18","S02002418","Calderwood Central","South Lanarkshire","Attainment","Raw"
5.54,"2015/16-2017/18","S02002417","Calderwood East","South Lanarkshire","Attainment","Raw"
5.85,"2015/16-2017/18","S02002420","St Leonards North","South Lanarkshire","Attainment","Raw"
5.57,"2015/16-2017/18","S02002419","Calderwood West and Nerston","South Lanarkshire","Attainment","Raw"
5.14,"2015/16-2017/18","S02002430","Whitehills West","South Lanarkshire","Attainment","Raw"
5.64,"2015/16-2017/18","S02002429","Crosshouse and Lindsayfield","South Lanarkshire","Attainment","Raw"
5.43,"2015/16-2017/18","S02002432","Westwood South","South Lanarkshire","Attainment","Raw"
5.23,"2015/16-2017/18","S02002431","Greenhills","South Lanarkshire","Attainment","Raw"
6.22,"2015/16-2017/18","S02002426","Thorntonhall, Jackton and Gardenhall","South Lanarkshire","Attainment","Raw"
6.02,"2015/16-2017/18","S02002425","Stewartfield West","South Lanarkshire","Attainment","Raw"
5.83,"2015/16-2017/18","S02002428","Mossneuk and Newlandsmuir","South Lanarkshire","Attainment","Raw"
5.91,"2015/16-2017/18","S02002427","Hairmyres and Westwood West","South Lanarkshire","Attainment","Raw"
5.73,"2015/16-2017/18","S02002407","Burgh, Eastfield and Silverbank","South Lanarkshire","Attainment","Raw"
5.7,"2015/16-2017/18","S02002406","Cambuslang Central","South Lanarkshire","Attainment","Raw"
5.35,"2015/16-2017/18","S02002409","Shawfield and Clincarthill","South Lanarkshire","Attainment","Raw"
5.27,"2015/16-2017/18","S02002408","Farme Cross and Gallowflat North","South Lanarkshire","Attainment","Raw"
5.2,"2015/16-2017/18","S02002403","Westburn and Newton","South Lanarkshire","Attainment","Raw"
5.86,"2015/16-2017/18","S02002402","Halfway, Hallside and Drumsagard","South Lanarkshire","Attainment","Raw"
5.56,"2015/16-2017/18","S02002405","Whitlawburn and Greenlees","South Lanarkshire","Attainment","Raw"
5.2,"2015/16-2017/18","S02002404","Vicarland and Cairns","South Lanarkshire","Attainment","Raw"
5.69,"2015/16-2017/18","S02002414","Burnside and Springhall","South Lanarkshire","Attainment","Raw"
6.1,"2015/16-2017/18","S02002413","High Crosshill","South Lanarkshire","Attainment","Raw"
5.87,"2015/16-2017/18","S02002416","Nerston and EK Landward Area","South Lanarkshire","Attainment","Raw"
5.26,"2015/16-2017/18","S02002415","Fernhill and Cathkin","South Lanarkshire","Attainment","Raw"
5.6,"2015/16-2017/18","S02002411","Bankhead South","South Lanarkshire","Attainment","Raw"
5.18,"2015/16-2017/18","S02002410","Burnhill and Bankhead North","South Lanarkshire","Attainment","Raw"
5.35,"2015/16-2017/18","S02002412","Spittal","South Lanarkshire","Attainment","Raw"
6.38,"2015/16-2017/18","S02001572","Merrylee and Braidbar","East Renfrewshire","Attainment","Raw"
6.46,"2015/16-2017/18","S02001571","Netherlee","East Renfrewshire","Attainment","Raw"
6.04,"2015/16-2017/18","S02001574","North Giffnock and North Thornliebank","East Renfrewshire","Attainment","Raw"
6.52,"2015/16-2017/18","S02001573","Lower Whitecraigs and South Giffnock","East Renfrewshire","Attainment","Raw"
6.39,"2015/16-2017/18","S02001568","Clarkston and Sheddens","East Renfrewshire","Attainment","Raw"
6.13,"2015/16-2017/18","S02001567","Busby","East Renfrewshire","Attainment","Raw"
6.15,"2015/16-2017/18","S02001570","Stamperland","East Renfrewshire","Attainment","Raw"
6.22,"2015/16-2017/18","S02001569","Williamwood","East Renfrewshire","Attainment","Raw"
6.17,"2015/16-2017/18","S02001580","Bonaly and The Pentlands","Edinburgh, City of","Attainment","Raw"
5.98,"2015/16-2017/18","S02001579","Baberton and Juniper Green","Edinburgh, City of","Attainment","Raw"
5.03,"2015/16-2017/18","S02001582","Clovenstone and Wester Hailes","Edinburgh, City of","Attainment","Raw"
6.06,"2015/16-2017/18","S02001581","Colinton and Kingsknowe","Edinburgh, City of","Attainment","Raw"
5.82,"2015/16-2017/18","S02001576","Balerno and Bonnington Village","Edinburgh, City of","Attainment","Raw"
6.15,"2015/16-2017/18","S02001575","South Thornliebank and Woodfarm","East Renfrewshire","Attainment","Raw"
5.93,"2015/16-2017/18","S02001578","Currie East","Edinburgh, City of","Attainment","Raw"
5.75,"2015/16-2017/18","S02001577","Currie West","Edinburgh, City of","Attainment","Raw"
5.97,"2015/16-2017/18","S02001556","Neilston and Uplawmoor","East Renfrewshire","Attainment","Raw"
5.77,"2015/16-2017/18","S02001555","Dunbar East","East Lothian","Attainment","Raw"
5.34,"2015/16-2017/18","S02001558","Dunterlie, East Arthurlie and Dovecothall","East Renfrewshire","Attainment","Raw"
6.12,"2015/16-2017/18","S02001557","Cross Stobbs","East Renfrewshire","Attainment","Raw"
6.15,"2015/16-2017/18","S02001552","North Berwick South","East Lothian","Attainment","Raw"
6.03,"2015/16-2017/18","S02001551","North Berwick North","East Lothian","Attainment","Raw"
5.63,"2015/16-2017/18","S02001554","Dunbar West","East Lothian","Attainment","Raw"
5.9,"2015/16-2017/18","S02001553","East Linton and Rural","East Lothian","Attainment","Raw"
6.36,"2015/16-2017/18","S02001564","Mearnskirk and South Kirkhill","East Renfrewshire","Attainment","Raw"
6.22,"2015/16-2017/18","S02001563","Whitecraigs and Broom","East Renfrewshire","Attainment","Raw"
6.02,"2015/16-2017/18","S02001566","North Kirkhill","East Renfrewshire","Attainment","Raw"
6.13,"2015/16-2017/18","S02001565","Eaglesham and Waterfoot","East Renfrewshire","Attainment","Raw"
5.49,"2015/16-2017/18","S02001560","Auchenback","East Renfrewshire","Attainment","Raw"
5.78,"2015/16-2017/18","S02001559","Arthurlie and Gateside","East Renfrewshire","Attainment","Raw"
6.28,"2015/16-2017/18","S02001562","Mearns Village, Westacres and Greenfarm","East Renfrewshire","Attainment","Raw"
6.26,"2015/16-2017/18","S02001561","Crookfur and Fruin","East Renfrewshire","Attainment","Raw"
5.12,"2015/16-2017/18","S02001603","Hyvots and Gilmerton","Edinburgh, City of","Attainment","Raw"
4.81,"2015/16-2017/18","S02001602","Gracemount, Southhouse and Burdiehouse","Edinburgh, City of","Attainment","Raw"
5.01,"2015/16-2017/18","S02001605","Moredun and Craigour","Edinburgh, City of","Attainment","Raw"
5.33,"2015/16-2017/18","S02001604","Fernieside and Moredun South","Edinburgh, City of","Attainment","Raw"
6.21,"2015/16-2017/18","S02001599","Fairmilehead","Edinburgh, City of","Attainment","Raw"
6.25,"2015/16-2017/18","S02001598","Comiston and Swanston","Edinburgh, City of","Attainment","Raw"
5.5,"2015/16-2017/18","S02001601","Mortonhall and Anwickhill","Edinburgh, City of","Attainment","Raw"
5.35,"2015/16-2017/18","S02001600","Gilmerton South and the Murrays","Edinburgh, City of","Attainment","Raw"
6.1,"2015/16-2017/18","S02001611","Newington and Dalkeith Road","Edinburgh, City of","Attainment","Raw"
5.95,"2015/16-2017/18","S02001610","Prestonfield","Edinburgh, City of","Attainment","Raw"
6.25,"2015/16-2017/18","S02001613","Marchmont East and Sciennes","Edinburgh, City of","Attainment","Raw"
6.43,"2015/16-2017/18","S02001612","The Grange","Edinburgh, City of","Attainment","Raw"
6.06,"2015/16-2017/18","S02001607","Liberton West and Braid Hills","Edinburgh, City of","Attainment","Raw"
6.14,"2015/16-2017/18","S02001606","Liberton East","Edinburgh, City of","Attainment","Raw"
6.12,"2015/16-2017/18","S02001609","Blackford, West Mains and Mayfield Road","Edinburgh, City of","Attainment","Raw"
5.32,"2015/16-2017/18","S02001608","The Inch","Edinburgh, City of","Attainment","Raw"
4.95,"2015/16-2017/18","S02001588","Longstone and Saughton","Edinburgh, City of","Attainment","Raw"
